小韻號	對應廣韻小韻號	代表字	全部字	反切	韻目
1984	2116	銃	銃	充仲	送
1985	2117	㓽	㓽	士仲	送
1986	2119	宋	宋𧩟	蘇統	宋
1987	2120	綜	綜䝋	子宋	宋
1988	2121	統	統𪎽	他宋	宋
1989	2122	雺	雺	莫綜	宋
1990	2123	䃔	䃔㗢	戶宋	宋
1991	2124	用	用𦤘	余共	用
1992	2125	頌	頌誦訟	似用	用
1993	2126	俸	俸縫捀	房用	用
1994	2127	共	共	渠用	用
1995	2128	葑	葑封	方用	用
1996	2129	供	供	居用	用
1997	2130	雍	雍	於用	用
1998	2132	縱	縱瘲	子用	用
1999	2131	湩	湩	竹用	用
2000	2133	蹱	儱	他用	用
2001	2134	䩸	𩊐𩼅	而用	用
2002	2135	種	種	之用	用
2003	2136	重	重	持用	用
2004	2137	贚	贚	良用	用
2005	2138	恐	恐𦶐	區用	用
2006	2139	從	從	疾用	用
2007	2133	憃	憃	丑用	用
2008	2141	絳	絳虹降洚	古巷	絳
2009	2142	巷	巷衖闀	胡降	絳
2010	2146	漴	漴	士巷	絳
2011	2144	䡴	䡴幢憧	直降	絳
2012	2145	𥈄	𥈄䚎	丑巷	絳
2013	2147	肨	肨	普降	絳
2014	2143	戇	戇	丁降	絳
2015	2148	䎫	䎫	叉降	絳
2016	2150	寘	寘忮伎觶䚳㩼伿	支義	寘
2017	2151	避	避比	婢義	寘
2018	2152	惴	惴𦥻	之睡	寘
2019	2153	詈	詈荔離珕𥶾㿛	力智	寘
2020	2154	豉	豉鯷䊓	是義	寘
2021	2155	積	積𣢃	紫智	寘
2022	2156	賜	賜澌批	斯義	寘
2023	2157	爲	爲	榮僞	寘
2024	2158	䞈	䞈攱𡧭	詭僞	寘
2025	2159	帔	帔	披義	寘
2026	2160	賁	賁佊詖藣	彼義	寘
2027	2161	髲	髲被鞁㢰備𤿙	皮義	寘
2028	2162	累	累	羸僞	寘
2029	2163	寄	寄䐀	居義	寘
2030	2164	臂	臂	卑義	寘
2031	2165	芰	芰騎㧘汥輢鬾	奇寄	寘
2032	2166	剌	剌𢈠束䓶庛蛓䛋㡹誎	此豉	寘
2033	2167	易	易	以豉	寘
2035	2168	議	議𧨏義	宜寄	寘
2036	2169	譬	譬㵨	匹義	寘
2037	2170	漬	漬㱴胔眥𦎸	在智	寘
2038	2171	智	智	知義	寘
2039	2172	倚	倚	於義	寘
2040	2173	縋	縋槌膇錘腄甀硾	池累	寘
2041	2174	吹	吹䶴	尺僞	寘
2042	2175	戲	戲	羲義	寘
2043	2176	企	企𢺵跂蚑	去智	寘
2044	2177	縊	縊	於賜	寘
2045	2178	翅	翅施啻鍦翨䗐	施智	寘
2046	2179	屣	屣灑𩌦曬	所寄	寘
2047	2181	餧	餧䍴	於僞	寘
2048	2180	觖	觖	窺瑞	寘
2049	2182	僞	僞	危賜	寘
2050	2184	恚	恚	於避	寘
2051	2185	睡	睡瑞𨿠䅜	是僞	寘
2052	2186	馶	馶	舉企	寘
2053	2187	䄲	䄲	而睡	寘
2055	2188	卶	卶	充豉	寘
2056	2189	瀡	瀡䅗	思累	寘
2057	2190	娷	娷諈	竹恚	寘
2058	2191	瓗	瓗纗	以睡	寘
2059	2192	諉	諉㢻	女恚	寘
2060	2197	至	至摯鷙礩鴲䲀𩊝𢜀䥍贄	脂利	至
2061	2198	位	位	洧冀	至
2062	2199	郿	郿媚魅篃娓䉋煝	美祕	至
2063	2200	遂	遂彗𡑞襚旞璲穗檖燧𨽡澻𦼯䔹韢鐆穟	徐醉	至
2064	2201	醉	醉欈	將遂	至
2065	2202	邃	邃祟誶粹彗㥞睟	雖遂	至
2066	2203	類	類淚禷瓃䇐𦝭	力遂	至
2067	2204	祕	秘毖閟枈轡柲泌鄪䀣粊	鄙媚	至
2068	2205	匱	匱饋蕢𦆠櫃㙺鞼𩏡	逵位	至
2069	2206	濞	濞嚊䑄㿙𦤢	匹備	至
2070	2207	備	備奰䑄糒犕贔𩎓𣖾㸢䨽	平祕	至
2071	2208	愧	愧騩𧢦	軌位	至
2072	2209	帥	帥率	所類	至
2073	2210	喟	喟樻䯣䰎尯	丘愧	至
2074	2211	豷	豷燹	許僞	至
2075	2212	嗜	嗜視眎	常利	至
2076	2213	利	利䬆𦴷䚕涖	力至	至
2077	2214	膩	膩𥇄䣵	女利	至
2078	2216	劓	劓	魚器	至
2079	2215	屁	屁	匹鼻	至
2080	2217	致	致懫躓疐𨎐騺𣱐駤㨖質	陟利	至
2081	2218	棄	弃㞓夡	詰利	至
2082	2220	寐	寐	蜜二	至
2083	2219	緻	緻稚遟𥣦𠊷𢴧謘𦥐治	直利	至
2084	2221	杘	杘誺嚜跮訵𡳭𦥊	丑利	至
2085	2222	冀	冀覬穊𩦸洎懻	几利	至
2086	2223	臮	臮曁洎垍㴪鱀	其器	至
2087	2224	悸	悸𡬄痵	其季	至
2088	2225	翠	翠臎濢	七醉	至
2089	2226	二	二貳樲	而至	至
2090	2227	姿	姿恣㰷	資四	至
2091	2228	次	次䳐佽䰍絘䯸𩾔㰷	七四	至
2092	2229	懿	懿㙪饐欭撎	乙利	至
2093	2230	四	四肆𢪾泗牭蕼肂	息利	至
2094	2231	器	器	去冀	至
2095	2232	季	季瞡	癸悸	至
2096	2233	鼻	鼻比枇襣𤹝䃾坒䫁䑄芘	毗四	至
2097	2234	䁤	𬑣睢婎	許鼻	至
2098	2235	𤷒	𤷒畀庇𤹝	必至	至
2099	2236	萃	萃顇㱖瘁	疾醉	至
2100	2237	地	地	徒四	至
2101	2238	齂	齂屓𤡬呬䨳㕧	許器	至
2102	2239	肄	𨽹殔𥿫隶㣇貤㡼	羊至	至
2103	2240	示	示謚𮋭	神至	至
2104	2241	自	自嫉	疾二	至
2105	2242	墜	墜懟	直類	至
2106	2243	出	出	尺類	至
2107	2246	轛	轛𨓋	追顇	至
2108	2244	遺	遺𤀷𢣘䜜蜼䗽	以醉	至
2109	2248	屍	屍	矢利	至
2110	2247	痓	痓	充至	至
2111	2249	㿷	㿷	楚□	至
2112	2245	侐	侐	火季	至
2113	2251	志	志娡䓌誌	之吏	志
2114	2252	值	值植治	直吏	志
2115	2253	寺	寺嗣飤	辝吏	志
2116	2254	蚝	蚝	七吏	志
2117	2255	笥	笥伺	相吏	志
2118	2256	試	試弑𢡠	式吏	志
2119	2257	胾	胾椔鶅事	側吏	志
2120	2258	吏	吏𢟤	力置	志
2121	2259	字	字牸孳芓	疾置	志
2122	2260	眙	眙佁䰡	丑吏	志
2123	2261	餌	餌珥衈咡刵毦洱㛅眲䎶䏪佴	仍吏	志
2124	2262	駛	𩢲使𣳪𨽄𣬐𩰢	所吏	志
2125	2263	廁	廁	初吏	志
2126	2264	異	異异	餘吏	志
2127	2265	置	置	陟吏	志
2128	2267	事	事𢐂𩛌	鋤吏	志
2129	2266	侍	侍𦸎秲	時吏	志
2130	2268	忌	忌邔惎䋟鱀諅鵋㥍𢍁	渠記	志
2131	2269	熾	熾饎𢨀幟	尺志	志
2132	2270	意	意鷾䵝亄	於記	志
2133	2271	記	記	居吏	志
2134	2274	亟	亟唭	去吏	志
2135	2272	憙	𢝫咥	虛記	志
2136	2273	䰯	䰯譺㽈儗	魚記	志
2138	2275	未	未味菋𩑵䅏	無沸	未
2139	2276	貴	貴瞶	居謂	未
2140	2277	謂	謂胃㥜媦𦩝緯渭蝟煟彚𢍚𦳢䬑𩹂緭	云貴	未
2141	2278	魏	魏犩	魚貴	未
2142	2279	沸	沸疿誹芾㹃䘠	府謂	未
2143	2280	費	費髴胇𣙿	芳味	未
2144	2281	𥽂	𥽂	丘畏	未
2145	2282	慰	慰尉畏罻熨蔚犚𧕈褽	於謂	未
2146	2283	諱	諱卉	許貴	未
2147	2284	怫	怫𮂮䠊腓菲屝翡蜚䨾狒䆏	扶沸	未
2148	2285	既	既暨禨	居未	未
2149	2286	毅	毅𢖫藙豙	魚既	未
2150	2287	氣	氣乞	去既	未
2151	2288	欷	欷唏墍餼愾鎎摡忥𩜐䀈	許既	未
2152	2290	衣	衣	於既	未
2153	2293	據	據鋸倨踞椐澽𧣻豦	居御	御
2154	2291	御	御馭語	魚據	御
2155	2292	慮	慮勴鑢攄𩥆	力據	御
2156	2294	覰	覰䏣坥	七慮	御
2157	2295	㰦	㰦去麮呿胠㧁	却據	御
2158	2296	署	署曙	常據	御
2159	2297	恕	恕庶樜	式據	御
2160	2298	著	著	張慮	御
2161	2299	䬡	䬡𤳯䭖𤳐	之據	御
2162	2300	疏	疏	所據	御
2163	2301	飫	飫瘀鄔醧棜淤𢮁𡫽菸	於據	御
2164	2303	遽	遽勮詎	渠據	御
2165	2304	絮	絮	息據	御
2166	2305	助	助耡麆	鋤據	御
2167	2306	怚	怚沮	子據	御
2168	2307	詛	詛	側據	御
2169	2308	洳	洳茹	而據	御
2170	2309	豫	豫預𩦡譽礜輿鸒悆𪋮𣝑𡒊𡱣	余據	御
2171	2311	女	女	娘據	御
2172	2302	筯	筯㾻	直據	御
2173	2312	楚	楚	初據	御
2174	2314	悇	悇	勅慮	御
2175	2313	處	處	杵去	御
2176	2316	遇	遇寓𤸒禺	虞樹	遇
2177	2317	嫗	嫗	紆遇	遇
2178	2318	樹	樹𦒸澍𠊪	殊遇	遇
2179	2319	住	住牏	持遇	遇
2180	2320	附	附坿祔賻駙鮒胕𠪻蚹	符遇	遇
2181	2321	注	注疰罜㹥鑄馵澍㺛祩	之戍	遇
2182	2322	屨	屨句蒟絇瞿邭䀠	俱遇	遇
2183	2323	煦	煦酗姁𧏺	香句	遇
2184	2324	戍	戍腧輸𧼯隃䩱	傷遇	遇
2185	2325	裕	裕覦諭𥸤𠕦	羊孺	遇
2186	2326	孺	孺乳檽	而遇	遇
2187	2327	赴	赴𠓗訃仆簠䎷䞯	撫遇	遇
2188	2328	務	務婺霧騖𦎦䨁㡔嵍敄𨂣𦆞𧐙	武遇	遇
2189	2329	緅	緅足	子句	遇
2190	2330	懼	懼具臞	其遇	遇
2191	2331	芋	芋䨒䨞	羽遇	遇
2192	2341	屢	屢	李遇	遇
2193	2332	𡒍	𡒍聚	才句	遇
2194	2333	捒	捒𢿙	色句	遇
2195	2334	付	付賦傅陚𩬙搏	府遇	遇
2196	2335	娶	娶趣	七句	遇
2197	2336	註	註鉒駐軴壴亍	中句	遇
2198	2337	驅	驅	匡遇	遇
2199	2338	𦼈	𦼈䐢	蒭注	遇
2200	2340	尠	尠	思句	遇
2201	2342	暮	暮墓慕募慔	莫故	暮
2202	2343	渡	渡𣀇鍍度𥯖	徒故	暮
2203	2344	路	路露潞輅璐賂鷺簬虂㿖	洛故	暮
2204	2345	妬	妬秅奼𦘴𤴱㓃蠹殬	當故	暮
2205	2346	菟	菟吐兔鵵	湯故	暮
2206	2347	顧	顧雇稒故酤痼固錮棝	古暮	暮
2207	2348	誤	誤寤忤迕晤悟梧逜	吾故	暮
2208	2349	護	護瓠嫭婟互濩枑䇘冱擭頀鱯𦬚䨼韄𦊂	胡故	暮
2209	2350	訴	訴泝愬嗉素𤢘傃	蘇故	暮
2210	2351	祚	祚胙阼𧃘飵䖕秨	昨故	暮
2211	2352	笯	笯奴	乃故	暮
2212	2353	布	布圃抪𠜙𧉩	博故	暮
2213	2354	汙	汙惡䛩	烏故	暮
2214	2355	怖	怖鋪誧𤸵	普故	暮
2215	2356	厝	厝措醋錯㳻	倉故	暮
2216	2357	袴	袴庫胯䔯趶	苦故	暮
2217	2358	捕	捕哺步鞴餔䱁荹䒀𩣝鮬	薄故	暮
2218	2422	泰	泰忲太	他蓋	泰
2219	2423	蓋	蓋丐	古太	泰
2220	2424	艾	艾𧰿鴱	五蓋	泰
2221	2425	藹	藹壒馤靄𣋞堨䔽𪕭	於蓋	泰
2222	2426	㮏	㮏柰㲡	奴帶	泰
2223	2427	大	大汏軑釱䲦	徒蓋	泰
2224	2428	害	害妎夆	胡蓋	泰
2225	2429	帶	帶跢艜㯂	都蓋	泰
2226	2430	貝	貝沛狽㸬𥄔𣬪䟺芾茷鋇䰽	博蓋	泰
2227	2431	霈	霈㤄	普蓋	泰
2228	2432	會	會禬繪	黃帶	泰
2229	2433	兌	兌𩊭𨦣綐	杜會	泰
2230	2434	儈	儈膾襘禬檜旝澮鄶廥𢶒䯤	古兌	泰
2231	2435	最	㝡最𧎹	作會	泰
2232	2436	𧬨	𧬨噦翽鐬	虎外	泰
2233	2437	𥢶	𥢶	苦會	泰
2234	2438	酹	酹㲕䬽頪㱻	郎外	泰
2235	2439	外	外	吾會	泰
2236	2440	祋	祋	丁外	泰
2237	2441	懀	懀薈瞺䵳	烏外	泰
2238	2442	蕞	蕞	在外	泰
2239	2444	襊	襊	七會	泰
2240	2445	旆	旆䟺軑	薄蓋	泰
2241	2446	礚	磕䳚轄愒𥎆㪡𨝕	苦蓋	泰
2242	2447	蔡	蔡𪇭	七蓋	泰
2243	2448	賴	賴籟癩瀨糲䄤犡䲚藾籟䓶㸊	落蓋	泰
2244	2449	餀	餀	海蓋	泰
2245	2450	娧	娧娧	他外	泰
2246	2451	眜	眛	忘艾	泰
2247	2444	㝮	𥨢	千外	泰
2248	2441	濊	濊	烏鱠	泰
2249	2361	霽	霽隮濟擠躋	子計	霽
2250	2362	帝	帝諦嚏柢蔕螮䢑𦨢靪腣奃偙摕梊䟡骶蝭趆	都計	霽
2251	2363	嚌	嚌劑穧𪊆眥懠䐡	在計	霽
2252	2364	替	替剃䎮洟𡲕达薙涕𥫵𣧂	他計	霽
2253	2365	第	第遰髢締睇悌娣禘釱鷤棣杕踶𧡨慸逮墆摕𧫚鯷𪂿	特計	霽
2254	2366	砌	砌切𥉻䏅	七計	霽
2255	2367	細	細些栖壻𣳦	蘇計	霽
2256	2368	詣	詣羿睨栺盻𧡎甈	五計	霽
2257	2369	計	計係繼繫葪髻𨜒檵蘻轚檕𧓓割	古詣	霽
2258	2370	蒵	蒵䐼系妎禊盻䦏瘈	胡計	霽
2259	2371	契	契栔䏿𢢞𡢖䫔𢾥𦩣蟿	苦計	霽
2260	2372	翳	翳曀㾜枍㙠殪医瞖豷㙪𧬇㝣殹	於計	霽
2261	2373	謎	謎㩢	莫計	霽
2262	2374	閉	閉嬖箅㪏	博計	霽
2263	2375	慧	慧憓潓惠蟪蕙橞譿鏸𦒎儶	胡桂	霽
2264	2376	桂	桂昋筀𤱾𣧎	古惠	霽
2265	2377	嚖	嚖㬩	虎惠	霽
2266	2378	𡠌	媲睥𣴪濞	匹計	霽
2267	2379	薜	薜䥍𨢡	薄計	霽
2268	2380	麗	麗丽戾隸儷盭劙唳蜧䓞㑦沴荔捩䅀蜦䕻䬅𣟌䚕涖𥉆悷廲攦	魯帝	霽
2269	2366	妻	妻摖	七計	霽
2270	2382	泥	泥濘	奴細	霽
2271	2383	㰥	㰥㚛殢	呼計	霽
2272	2384	祭	祭際穄鰶䰏㦣穧	子例	祭
2273	2385	歲	歲㨹繐	相芮	祭
2274	2386	衞	衛轊璏𥶽𤜂𧲔	爲劌	祭
2275	2387	芮	芮汭枘	而銳	祭
2276	2388	贅	贅𠭥	之芮	祭
2277	2389	𠻜	啐	山芮	祭
2278	2390	毳	毳韢脆帨涗𧑎㓹㯔𤂳𣃍𡪣	此芮	祭
2279	2391	銳	銳叡𦲮蜹銴	以芮	祭
2280	2392	綴	綴醊畷輟	陟衞	祭
2281	2393	稅	稅說裞蛻涗䬽	舒芮	祭
2282	2394	弊	弊斃幣獘	毗祭	祭
2283	2395	㯔	㯔竁	楚歲	祭
2284	2396	篲	篲鏏槥轊	囚歲	祭
2285	2397	蔽	蔽鄨鷩	必袂	祭
2286	2398	劌	劌鱖𠜾	居衞	祭
2287	2399	袂	袂	彌弊	祭
2288	2400	㡜	㡜鎩蔱	所例	祭
2289	2401	掣	掣瘛痸㹞銐懘	尺制	祭
2290	2402	制	制𦜗洌製䎺晢㝂浙䇽䩢䭁𤴟迣	職例	祭
2291	2403	逝	逝觢噬誓莁澨銴𧻸	時制	祭
2292	2404	曳	曳裔𤤺勩洩栧𤵺䎈𢘽䛖𩊒𢂼䇩𧙟㖂䕍𦻜	餘制	祭
2293	2405	䋵	䋵瘞餲䔽	於𦋺	祭
2294	2406	藝	藝蓺䆿槸褹	魚祭	祭
2295	2407	滯	滯彘璏𦭮蹛	直例	祭
2296	2408	例	例厲礪勵禲癘濿鮤蠣櫔𩧃㤡栵䮋巁𤛶	力制	祭
2297	2409	憩	憩𢢖䔾𡳅	去例	祭
2298	2410	世	世勢𧴳	舒制	祭
2299	2411	猘	猘罽瀱訐蘮𣯅	居厲	祭
2300	2412	㿃	㿃	竹例	祭
2301	2413	偈	偈	其憩	祭
2302	2414	啜	啜	市芮	祭
2303	2415	跩	跇傺䀸慸䚢揥𢘽𨂰𧼪	丑勢	祭
2304	2417	㓷	㓷	牛例	祭
2305	2418	蕝	蕝㨹	子芮	祭
2306	2453	卦	卦挂詿	古賣	卦
2307	2454	懈	懈解廨薢	古隘	卦
2308	2455	隘	隘㿄	烏懈	卦
2309	2456	邂	邂解	胡薢	卦
2310	2457	賣	賣	莫懈	卦
2311	2458	畫	畫詿絓澅黊纗孈	胡卦	卦
2312	2459	差	差衩	楚懈	卦
2313	2460	睚	睚	五懈	卦
2314	2461	謑	謑	許懈	卦
2315	2463	粺	粺稗𪐄	傍卦	卦
2316	2464	㾹	㾹眦柴	士懈	卦
2317	2465	派	派𥿯𣎵㵺	匹卦	卦
2318	2466	債	債	側賣	卦
2319	2467	𡢖	𡢖𨛖	苦賣	卦
2320	2468	曬	曬𣲌	所賣	卦
2321	2469	諣	諣	呼卦	卦
2322	2471	䐱	䐱	竹賣	卦
2323	2470	㠔	㠔	方賣	卦
2324	2462	𢈕	庍	方卦	卦
2325	2472	怪	怪𣀩𥑋㧔𡌪蔽	古懷	怪
2326	2473	噫	噫呃	烏界	怪
2327	2474	瘵	瘵𨝋祭	側界	怪
2328	2475	誡	誡戒界介届疥玠㝏㠹砎魪𩡺衸𧜅悈丰几价𢂵䯰	古拜	怪
2329	2476	褹	褹	女界	怪
2330	2477	譮	譮𧭡噧	許界	怪
2331	2478	械	械薤㒠𠏪韰䦏䚸	胡界	怪
2332	2479	𦗐	𦗐忦	五界	怪
2333	2480	蒯	蒯嘳喟䈛㕟簣	苦懷	怪
2334	2481	拜	拜扒	博怪	怪
2335	2482	湃	湃浿	普拜	怪
2336	2483	壞	壞蘾	胡怪	怪
2337	2484	聵	聵𩔀	五拜	怪
2338	2485	憊	憊韛䢙排	蒲界	怪
2339	2486	䀛	䀛𩎟	莫拜	怪
2340	2488	鎩	鎩𧜁殺	所拜	怪
2341	2489	烗	烗	客界	怪
2342	2490	顡	顡	知怪	怪
2344	2491	夬	夬獪	古邁	夬
2345	2492	快	快噲	苦夬	夬
2346	2493	邁	邁勱	莫話	夬
2347	2494	話	話	下快	夬
2348	2495	敗	敗唄	薄邁	夬
2349	2496	䵳	䵳䶐	烏夬	夬
2350	2497	嘬	嘬䴝	楚夬	夬
2351	2498	芥	芥𩡺犗	古邁	夬
2352	2499	蠆	蠆	丑芥	夬
2353	2500	喝	喝餲	於芥	夬
2354	2501	𠱡	𠱡	所芥	夬
2355	2504	咶	咶	火夬	夬
2356	2503	䜕	䜕	火芥	夬
2357	2506	啐	啐	倉快	夬
2358	2509	隊	隊䨴薱𩐌濧鐓䃍憝	徒對	隊
2359	2510	佩	佩珮孛鄁偝誖悖𤜲	薄背	隊
2360	2511	妹	妹昧每痗眛瑁黴莓脢	莫佩	隊
2361	2512	配	配朏嶏妃	普佩	隊
2362	2513	誨	誨悔晦𠧩靧詯𩔁𣼐耗	荒佩	隊
2363	2514	對	對碓轛	都佩	隊
2364	2515	倅	倅淬焠啐䃀	七碎	隊
2365	2516	脺	晬祽綷𢃒捘夎	子對	隊
2366	2517	𩱽	𩲄㕈	烏繢	隊
2367	2518	退	退𡯵埭	他繢	隊
2368	2519	憒	憒幗刉	古對	隊
2369	2520	潰	潰繢嬇殨闠迴膭僓䜋䛛螝	胡對	隊
2370	2521	塊	塊堁	苦對	隊
2371	2522	碎	碎誶啐繀	蘇對	隊
2372	2523	内	內	奴對	隊
2373	2524	纇	纇耒儽攂蘱礧㔣䒹錑䣂䣂	盧對	隊
2374	2525	背	背軰	補配	隊
2375	2526	磑	磑	五對	隊
2376	2528	代	代岱黛埭逮帒瑇靆甙䣧酨	徒戴	代
2377	2529	載	載再𩛥𨚵	作代	代
2378	2530	䆀	䆀𤲰脄	莫代	代
2379	2531	賽	賽簺塞𢞝	先代	代
2380	2532	貸	貸儓態	他代	代
2381	2533	漑	溉槩𠌰扢摡	古礙	代
2382	2534	慨	慨愾欬鎧嘅闓	苦愛	代
2383	2535	礙	礙閡儗𢣕𥝌懝	五愛	代
2384	2536	愛	愛曖靉薆僾皭	烏代	代
2385	2537	瀣	瀣㤥劾菦	胡愛	代
2386	2538	耐	耐鼐螚耏能	奴代	代
2387	2539	戴	戴	都代	代
2388	2540	賚	賚萊睞䚅誺㾢逨	洛代	代
2389	2541	菜	菜埰棌䰂䐆	倉代	代
2390	2542	載	載裁𣿐	在代	代
2391	2544	廢	廢癈𤼺橃祓𥳊䉬䚨	方肺	廢
2392	2545	肺	肺杮䑔	芳廢	廢
2393	2546	穢	穢薉濊饖䮹	於肺	廢
2394	2547	吠	吠茷鼣	符廢	廢
2395	2421	喙	喙𤸁餯	許穢	廢
2396	2549	𤜂	𤜂	巨穢	廢
2397	2550	刈	刈乂㣻䖊	魚肺	廢
2399	2420	𥏙	𥏙	丘吠	廢
2400	2551	震	震䳲振賑娠袗䢻𩒉挋	職刃	震
2401	2552	信	信迅訊䪿阠汛卂	息晉	震
2402	2555	遴	遴吝悋磷閵𥳞燐藺躙疄瞵䉮撛𨴙𧖔𧶆𩕔	力晉	震
2403	2553	忍	忍刃認肕仞韌軔賑訒杒牣𢂻	而晉	震
2404	2554	胤	胤酳靷引𨌿䏖鈏濥	与晉	震
2405	2569	疹	疹趁	丑刃	震
2406	2568	印	印鮣𣱐	於刃	震
2407	2556	儐	儐擯殯鬢䚔覕	必刃	震
2408	2557	陣	陣診𨳏敶	直刃	震
2409	2558	慎	慎	是刃	震
2410	2559	眒	眒	式刃	震
2411	2560	菣	菣𧼒	去刃	震
2412	2561	賮	賮燼藎璶	似刃	震
2413	2562	憖	憖猌	魚覲	震
2414	2563	晉	晉搢縉䗯進	即刃	震
2415	2565	鎮	鎮	陟刃	震
2416	2564	釁	釁衅	許覲	震
2417	2566	僅	僅覲墐殣瑾饉廑瘽㝻	渠遴	震
2418	2567	櫬	櫬嚫瀙齓儭	初遴	震
2420	2575	峻	峻濬浚陖迅鵕晙𢏤𧸩迿	私閏	震
2421	2576	殉	殉徇侚	辝閏	震
2422	2577	儁	擕晙餕畯駿㕙寉焌𦴌𪕞	子峻	震
2423	2578	舜	舜蕣鬊瞬	施閏	震
2424	2574	稕	稕諄𥇜訰	之閏	震
2425	2579	閏	閠潤	如舜	震
2426	2580	順	順	食閏	震
2427	2570	𣎵	𣎵	匹刃	震
2428	2571	親	親寴瀙	七刃	震
2429	2573	呁	呁𧥺	九峻	震
2431	2581	問	問璺汶紊絻莬	無運	問
2432	2582	運	運暈餫䩵鄆䚋𤸫	云問	問
2433	2583	訓	訓臐薫鐼	許運	問
2434	2584	湓	湓忿瀵	匹問	問
2435	2585	糞	糞僨奮𡊅㱵	府問	問
2436	2586	醖	醖愠緼藴	於問	問
2437	2587	捃	捃皸𧱝	居運	問
2438	2588	郡	郡	渠運	問
2439	2589	分	分㿎坋秎	扶問	問
2440	2590	焮	焮㾙脪	許靳	焮
2441	2591	靳	靳	居焮	焮
2442	2592	近	近	巨靳	焮
2443	2593	傿	傿濦𢷍㡥	於靳	焮
2444	2594	垽	沂	語靳	焮
2445	2595	願	願愿傆願	魚怨	願
2446	2596	怨	怨䛄	於願	願
2447	2597	販	販	方怨	願
2448	2598	劵	劵絭勸韏	去願	願
2449	2599	万	万萬輓蔓曼脕䡬㿸𨞼贎	無販	願
2450	2600	𩚳	𩚳閞𥹇	符万	願
2451	2601	㛯	㛯㽹𨠒𡗹㤆㪻汳𣀔娩奿	芳万	願
2452	2602	建	建	居万	願
2453	2603	堰	堰鄢䞁嫣	於建	願
2454	2604	憲	憲獻𧾨	許建	願
2455	2606	健	健	渠建	願
2456	2605	楦	楦韗	許勸	願
2457	2611	𢍶	㪻	居願	願
2458	2608	遠	遠	于万	願
2459	2609	𤬝	甗鬳	語堰	願
2460	2610	𡈕	𡈕	臼万	願
2461	2612	慁	慁溷俒㥵	胡困	慁
2462	2613	頓	頓扽	都困	慁
2463	2614	巽	巽潠遜愻	蘇困	慁
2464	2615	困	困𩒱涃	苦悶	慁
2465	2616	嫩	嫰腝抐	奴困	慁
2466	2618	悶	悶懣	莫困	慁
2467	2619	鐏	鐏臶	在困	慁
2468	2620	睔	睔琯睴㴫	古鈍	慁
2469	2621	噴	噴	普悶	慁
2470	2622	鈍	鈍遁鶨	徒困	慁
2471	2617	搵	揾䭡	烏困	慁
2472	2623	寸	寸䍎	倉困	慁
2473	2624	坌	坌坋	蒲悶	慁
2474	2625	顐	顐饐	五困	慁
2475	2626	論	論	盧寸	慁
2476	2630	恨	恨	胡艮	恨
2477	2631	艮	艮詪	古恨	恨
2478	2632	䭓	饐	五恨	恨
2479	2634	翰	翰捍扞鼾垾釬汗悍瀚閈𤿧駻雗螒忓㢨矸䮧㲦	胡旦	翰
2480	2654	玩	玩忨妧	五段	翰
2481	2655	段	段㱭椴	徒玩	翰
2482	2656	亂	亂灓𢿢	落段	翰
2483	2657	鍛	鍛腶碫斷𤦼踹	都亂	翰
2484	2658	彖	彖褖	他亂	翰
2485	2659	喚	喚煥奐渙𥈉喛𠿅	呼段	翰
2486	2660	筭	筭蒜	蘇段	翰
2487	2661	縵	縵幔漫𦔔獌墁𢿕	莫半	翰
2488	2662	半	半絆姅𩢔㪵	博漫	翰
2489	2663	判	判泮沜胖牉泮姅	普半	翰
2490	2664	叛	叛𡞟畔	薄半	翰
2491	2635	炭	炭歎𢾋㛶	他半	翰
2492	2649	換	換逭肒垸漶	胡段	翰
2493	2650	䂎	䂎鑽	子筭	翰
2494	2651	惋	惋腕琬	烏段	翰
2495	2652	貫	貫矔祼舘瓘罐灌鸛權鏆㷄懽爟錧遦冠觀悹悺婠	古段	翰
2496	2653	竄	竄鑹爨	七亂	翰
2497	2636	按	按案晏荌䢿䅁	烏旦	翰
2498	2637	旦	旦疸鴠狚𢘇觛笪	得案	翰
2499	2638	憚	憚彈僤	徒旦	翰
2500	2639	旰	旰幹倝盰骭𧹳	古旦	翰
2501	2640	岸	岸犴豻頇䮗𡹼㷳	五旦	翰
2502	2641	侃	偘看衎靬刊	苦旦	翰
2503	2642	漢	漢暵𤳉熯𡅽𤅩䎯厂	呼半	翰
2504	2643	爛	爛瀾𢒞	盧旦	翰
2505	2644	攤	攤灘難㬮𢆃	奴旦	翰
2506	2645	粲	粲㛑𢂺璨	倉旦	翰
2507	2646	繖	繖散𢽳帴	蘇旦	翰
2508	2647	讃	讚贊酇饡趲灒㜺襸攢䰖	作幹	翰
2509	2648	㜺	㜺	徂粲	翰
2510	2665	偄	偄稬懦渜	乃亂	翰
2511	2666	攅	攢	在翫	翰
2512	2667	䥗	䥗䲌	口煥	翰
2513	2668	諫	諫㵎鐗	古晏	諫
2514	2669	鴈	鴈贗	五晏	諫
2515	2670	晏	晏騴鷃䁙鴳	烏澗	諫
2516	2671	訕	訕汕狦𦌔䴮	所晏	諫
2517	2672	骭	骭	下晏	諫
2518	2673	慢	慢謾縵㾺嫚釆	莫晏	諫
2519	2675	患	患擐轘豢䍺槵繯	胡慣	諫
2520	2676	慣	慣丱摜𠋪	古患	諫
2521	2675	宦	宦	胡慣	諫
